ST,AGEP,COW,SCHL,SEX,WKHP,YOEP,ANC1P,DECADE,INDP,PINCP,POBP,RAC2P
36,22,NA,19,2,NA,2013,750,7,NA,0,217,49
36,40,1,21,2,52,1973,750,4,5170,275000,217,49
36,45,6,21,1,40,2000,750,7,4270,40000,217,49
36,45,1,21,2,40,2000,750,7,8990,30000,217,49
36,15,NA,13,2,NA,2000,750,7,NA,0,217,49
36,37,1,22,2,40,2008,750,7,4290,45000,217,49
36,40,1,22,1,40,2008,750,7,7290,6900,217,49
36,66,1,1,1,25,1976,750,4,9070,26400,217,49
36,58,1,21,2,40,1983,750,5,3960,21300,217,49
36,63,6,17,2,NA,1982,750,5,8470,26000,217,49
36,60,1,16,1,40,1976,750,4,4970,22600,217,49
36,58,2,21,2,NA,1981,750,5,9160,0,217,49
36,43,1,19,2,40,1976,750,4,4390,33000,217,49
36,50,1,19,1,40,1973,750,4,2170,65000,217,49
36,50,NA,21,2,NA,1974,750,4,NA,0,217,49
36,38,1,22,1,50,1975,750,4,2190,245000,217,49
36,35,1,24,1,50,2007,750,7,7870,84000,217,49
36,35,NA,21,2,NA,2008,750,7,NA,0,217,49
36,6,NA,3,2,NA,2008,750,7,NA,NA,217,49
36,90,NA,16,2,NA,1982,750,5,NA,9600,217,49
36,24,4,22,2,20,2013,750,7,7870,8800,217,49
36,25,4,20,2,10,2013,750,7,7870,600,217,49
36,35,1,21,1,45,1980,750,5,7470,57000,217,49
36,33,1,17,2,45,1982,750,5,8190,140000,217,49
36,40,1,19,2,40,1978,750,4,7780,26000,217,49
36,30,1,21,2,40,1983,750,5,2290,13000,217,49
36,60,1,22,2,40,1982,750,5,4970,56500,217,49
36,65,7,21,1,40,1972,750,4,4970,30500,217,49
36,29,1,23,2,60,1988,750,5,7270,80000,217,49
36,37,1,21,1,40,2004,750,7,7370,40000,217,49
36,50,1,21,2,41,1972,750,4,6870,57000,217,49
36,79,NA,8,2,NA,1972,750,4,NA,8000,217,49
36,12,NA,9,1,NA,2000,750,7,NA,NA,217,49
36,9,NA,6,2,NA,2003,750,7,NA,NA,217,49
36,39,4,22,1,40,1987,750,5,6080,87000,217,49
36,38,NA,21,2,NA,2000,750,7,NA,0,217,49
36,59,NA,19,2,NA,1981,750,5,NA,15700,217,49
36,20,NA,16,1,NA,2013,750,7,NA,0,217,49
36,39,1,22,1,45,1974,750,4,7290,105480,217,49
36,31,1,21,2,NA,2011,750,7,7290,10,217,49
36,41,2,22,2,NA,2008,750,7,7870,69000,217,49
36,4,NA,2,2,NA,2008,750,7,NA,NA,217,49
36,76,NA,24,1,NA,2013,750,7,NA,36000,217,49
36,69,NA,21,2,NA,2013,750,7,NA,10100,217,49
36,39,2,21,2,35,1979,750,4,9170,47000,217,49
36,73,1,1,1,35,1979,750,4,3960,40000,217,49
36,71,NA,1,2,NA,1979,750,4,NA,3600,217,49
36,48,1,16,2,NA,1995,750,6,8990,0,217,49
36,19,NA,19,2,NA,2001,999,7,NA,0,217,49
36,39,7,21,2,NA,2001,795,7,5590,3000,217,49
36,37,1,22,2,50,2011,795,7,8680,26000,217,49
36,44,1,16,2,84,1980,750,5,5790,14000,217,49
36,48,1,21,1,50,1972,750,4,4470,250000,217,49
36,85,NA,9,2,NA,1982,750,5,NA,11900,217,49
36,64,2,22,1,40,1983,750,5,9160,50000,217,49
36,57,1,20,2,35,1983,750,5,7280,12000,217,49
36,34,1,22,2,37,1983,750,5,7860,38000,217,49
36,32,1,23,1,42,1983,750,5,8070,180000,217,49
36,3,NA,2,2,NA,2013,999,7,NA,NA,217,49
36,0,NA,NA,2,NA,2013,999,7,NA,NA,217,49
36,42,1,22,1,42,2000,750,7,7860,80000,217,49
36,38,1,16,1,15,1976,750,4,4795,15000,217,49
36,52,NA,20,2,NA,1965,750,3,NA,14000,217,49
36,63,1,17,1,70,1991,750,6,170,30000,217,49
36,34,1,20,1,43,1991,750,6,7890,135000,217,49
36,87,NA,1,2,NA,2008,750,7,NA,9100,217,49
36,25,NA,20,1,NA,2004,795,7,NA,0,217,49
36,21,1,18,1,NA,2004,795,7,8680,0,217,49
36,55,1,21,1,40,1988,750,5,8990,42000,217,49
36,47,1,18,2,40,1982,750,5,6990,10000,217,49
36,46,2,22,2,40,1978,750,4,7870,123000,217,49
36,45,1,19,1,40,1990,999,6,3980,65000,217,49
36,43,2,21,1,40,2000,750,7,9160,6000,217,49
36,30,1,18,2,40,2007,999,7,8190,58000,217,49
36,50,6,22,1,40,1983,750,5,7290,29500,217,49
36,50,NA,22,2,NA,1986,750,5,NA,0,217,49
36,40,1,22,2,50,1979,750,4,6990,145000,217,49
36,82,NA,23,2,NA,1982,750,5,NA,3600,217,49
36,80,NA,21,1,NA,1976,750,4,NA,6000,217,49
36,59,1,22,2,35,2013,750,7,7580,38000,217,49
36,48,1,21,2,40,2007,750,7,6870,69100,217,49
36,42,1,22,1,60,2000,750,7,6170,50000,217,49
36,39,1,21,2,NA,2000,750,7,3365,0,217,49
36,29,1,21,1,48,1998,999,6,7290,34000,217,49
36,29,1,21,2,40,1998,999,6,6870,64000,217,49
36,45,4,22,1,20,2010,750,7,7870,18000,217,49
36,44,NA,21,2,NA,2010,750,7,NA,0,217,49
36,17,NA,13,2,NA,2010,750,7,NA,0,217,49
36,13,NA,10,2,NA,2010,750,7,NA,NA,217,49
36,40,1,21,1,50,1999,750,6,4390,92000,217,49
36,40,NA,21,2,NA,2001,750,7,NA,0,217,49
36,68,NA,16,1,NA,1999,750,6,NA,0,217,49
36,65,NA,15,2,NA,1999,750,6,NA,0,217,49
36,26,1,21,2,37,2001,750,7,8190,80000,217,49
36,24,1,18,2,NA,2001,750,7,8790,0,217,49
36,53,2,21,1,16,2000,750,7,9160,15000,217,49
36,53,1,21,2,16,2001,750,7,8990,5200,217,49
36,44,7,24,1,36,1980,750,5,8080,104000,217,49
36,43,1,21,2,36,1994,750,6,8190,90000,217,49
36,50,7,21,2,40,2004,750,7,6290,140000,217,49
36,50,7,21,1,50,2004,750,7,6290,23000,217,49
36,24,7,19,1,40,2004,750,7,6290,30000,217,49
36,22,7,19,1,45,2004,750,7,6290,20000,217,49
36,24,6,19,1,20,2004,999,7,7290,4000,217,49
36,47,2,22,1,50,2008,750,7,9160,51000,217,49
36,42,NA,19,2,NA,2008,750,7,NA,0,217,49
36,5,NA,2,1,NA,2008,750,7,NA,NA,217,49
36,20,NA,16,2,NA,2013,750,7,NA,0,217,49
36,64,6,22,1,46,1987,750,5,9070,34000,217,49
36,60,8,21,2,24,1987,750,5,9070,3400,217,49
36,30,NA,19,2,NA,2006,750,7,NA,0,217,49
36,44,NA,21,2,NA,1992,750,6,NA,0,217,49
36,37,1,22,2,40,1984,750,5,6670,200000,217,49
36,20,NA,19,2,NA,2012,750,7,NA,0,217,49
36,70,NA,16,2,NA,1967,750,3,NA,8100,217,49
36,18,1,17,1,96,2013,750,7,7890,40000,217,49
36,50,2,22,1,NA,1999,750,6,9160,0,217,49
36,52,1,21,2,30,1999,750,6,8680,6000,217,49
36,24,1,21,1,30,1999,750,6,6070,12000,217,49
36,28,1,19,1,50,1990,750,6,6970,20000,217,49
36,61,1,15,1,30,1990,750,6,5190,20000,217,49
36,59,7,22,2,NA,1990,750,6,5190,0,217,49
36,16,NA,13,2,NA,1997,750,6,NA,0,217,49
36,64,7,16,1,30,1991,750,6,6970,9000,217,49
36,59,5,16,2,40,1991,750,6,6370,50000,217,49
36,24,1,21,2,40,1991,750,6,7860,5000,217,49
36,29,1,16,1,25,2000,750,7,8680,18000,217,49
36,28,2,21,2,30,2010,750,7,9170,30000,217,49
36,29,1,21,2,40,2000,750,7,7890,39600,217,49
36,21,NA,19,1,NA,2010,750,7,NA,8000,217,49
37,33,1,21,1,40,1987,750,5,7380,23000,217,49
37,49,1,21,1,40,1971,750,4,770,120000,217,49
37,48,NA,21,2,NA,1990,750,6,NA,0,217,49
37,30,1,22,2,60,1985,795,5,8190,50000,217,49
37,48,5,22,1,50,2012,750,7,9590,70000,217,49
37,47,NA,22,2,NA,2013,750,7,NA,0,217,49
37,19,NA,18,2,NA,2013,996,7,NA,0,217,49
37,69,NA,11,2,NA,1963,750,3,NA,12300,217,49
37,69,1,24,1,20,1974,750,4,7970,245000,217,49
37,67,NA,21,2,NA,1946,750,1,NA,10000,217,49
37,34,5,22,1,50,2007,750,7,9770,100000,217,49
37,20,1,16,2,15,2002,750,7,7870,5000,217,49
37,46,3,21,2,40,1989,795,5,7860,17800,217,49
37,63,6,19,1,20,1977,750,4,3960,44300,217,49
37,62,8,20,2,10,1978,750,4,3960,4300,217,49
37,59,7,16,2,NA,1979,750,4,9070,4300,217,49
37,35,1,24,2,40,2005,750,7,7870,41500,217,49
37,38,2,24,1,20,2005,750,7,7870,23000,217,49
37,50,1,24,1,40,1993,750,6,2180,80000,217,49
37,46,1,21,2,NA,2012,750,7,5570,0,217,49
37,41,NA,20,2,NA,1995,750,6,NA,0,217,49
37,11,NA,8,1,NA,2001,750,7,NA,NA,217,49
37,10,NA,7,1,NA,2002,750,7,NA,NA,217,49
37,19,1,13,2,NA,1994,750,6,8680,0,217,49
37,39,1,21,2,30,1997,750,6,7980,42000,217,49
37,42,1,21,1,NA,2006,750,7,5080,0,217,49
37,7,NA,3,1,NA,2006,750,7,NA,NA,217,49
37,52,1,16,2,70,1986,750,5,8680,280500,217,49
37,61,7,16,2,40,1994,750,6,180,31600,217,49
37,20,1,19,1,12,1993,750,6,8680,2100,217,49
37,16,NA,14,2,NA,1997,750,6,NA,0,217,49
37,52,7,16,2,38,1980,750,5,770,130000,217,49
37,44,1,18,1,60,1974,750,4,3390,79000,217,49
37,45,1,21,2,25,1995,750,6,8080,300,217,49
37,60,NA,1,2,NA,2012,750,7,NA,18000,217,49
37,56,7,11,2,60,1983,750,5,5080,71000,217,49
37,57,1,16,2,30,2001,750,7,5790,5000,217,49
37,37,1,21,1,45,2011,750,7,3490,120010,217,49
37,35,NA,20,2,NA,2011,750,7,NA,0,217,49
37,5,NA,1,1,NA,2011,750,7,NA,NA,217,49
37,3,NA,1,2,NA,2011,750,7,NA,NA,217,49
37,34,2,19,1,NA,2011,750,7,9160,0,217,49
37,31,2,20,2,NA,2012,750,7,8390,0,217,49
37,7,NA,3,2,NA,2011,750,7,NA,NA,217,49
37,6,NA,1,1,NA,2011,750,7,NA,NA,217,49
37,47,1,21,1,8,1997,750,6,4970,25200,217,49
37,44,1,21,2,40,1979,750,4,4970,19200,217,49
37,18,1,18,2,38,1995,750,6,8590,3200,217,49
37,58,NA,16,2,NA,1976,750,4,NA,0,217,49
37,71,6,22,1,NA,1991,750,6,5080,6000,217,49
37,63,6,21,2,NA,1991,750,6,5080,1000,217,49
37,34,1,22,1,40,1991,750,6,7280,39000,217,49
37,26,1,21,1,40,1988,750,5,3980,19800,217,49
37,24,1,16,2,40,1989,795,5,3980,21000,217,49
37,32,5,21,2,40,1981,750,5,8470,21900,217,49
37,63,NA,16,2,NA,1991,750,6,NA,0,217,49
37,40,NA,19,2,NA,2011,750,7,NA,0,217,49
37,17,NA,14,2,NA,2011,750,7,NA,0,217,49
37,15,NA,12,2,NA,2011,750,7,NA,0,217,49
37,11,NA,8,1,NA,2011,750,7,NA,NA,217,49
37,27,1,20,1,50,1987,750,5,8680,30000,217,49
37,38,NA,19,2,NA,2004,750,7,NA,0,217,49
37,41,1,21,1,40,2010,999,7,5380,132000,217,49
37,53,2,22,2,40,1985,750,5,8190,60000,217,49
37,31,1,21,1,NA,2011,750,7,6870,0,217,49
37,36,1,21,1,40,2013,750,7,3960,80000,217,49
37,33,1,21,2,40,2013,750,7,7880,50000,217,49
37,66,NA,15,2,NA,1970,750,4,NA,8500,217,49
37,52,1,14,2,20,1997,750,6,5390,3000,217,49
37,41,2,22,2,40,1973,750,4,8370,48000,217,49
37,38,1,22,1,45,1978,750,4,1890,380000,217,49
37,37,1,23,2,40,2012,750,7,8090,190000,217,49
37,74,NA,15,2,NA,1962,750,3,NA,11200,217,49
37,76,NA,11,2,NA,1961,750,3,NA,5000,217,49
37,38,5,21,2,NA,2012,750,7,7860,0,217,49
37,42,5,21,1,NA,2012,750,7,9590,0,217,49
37,10,NA,7,1,NA,2012,750,7,NA,NA,217,49
37,39,4,22,1,50,2007,750,7,7870,24010,217,49
37,38,NA,21,2,NA,2007,750,7,NA,0,217,49
37,12,NA,8,1,NA,2007,750,7,NA,NA,217,49
37,9,NA,6,2,NA,2007,750,7,NA,NA,217,49
37,20,1,16,2,15,2002,750,7,7870,5000,217,49
37,62,1,16,2,20,1977,750,4,7690,19200,217,49
37,24,6,18,1,15,2000,750,7,9070,7000,217,49
37,51,6,16,2,NA,1990,750,6,7280,0,217,49
37,68,1,22,1,NA,1970,750,4,6690,57000,217,49
37,69,NA,19,2,NA,1985,750,5,NA,7700,217,49
37,50,NA,16,2,NA,1975,750,4,NA,0,217,49
37,18,1,18,2,38,1995,750,6,8590,3200,217,49
37,75,NA,16,2,NA,1999,750,6,NA,12600,217,49
37,20,1,16,2,15,2002,750,7,7870,5000,217,49
37,66,NA,16,2,NA,1968,750,3,NA,8500,217,49
37,52,6,19,2,56,1981,750,5,9070,40000,217,49
37,54,6,16,1,60,1984,750,5,8880,30000,217,49
37,87,NA,9,2,NA,1974,750,4,NA,11500,217,49
37,54,1,22,2,45,1983,750,5,7380,175000,217,49
37,27,2,21,2,40,1986,750,5,8470,32000,217,49
37,42,1,22,1,40,1999,750,6,2180,85000,217,49
37,40,NA,21,2,NA,2000,750,7,NA,0,217,49
37,77,NA,22,2,NA,1960,750,3,NA,88200,217,49
37,6,NA,3,1,NA,2008,750,7,NA,NA,217,49
37,37,1,16,2,6,1977,750,4,8680,4800,217,49
37,52,1,21,1,40,2003,750,7,3390,40000,217,49
37,47,1,20,2,40,2003,750,7,9070,22900,217,49
37,60,6,16,1,NA,1982,750,5,7690,7200,217,49
37,54,6,19,2,20,1989,750,5,7390,10000,217,49
37,42,1,23,2,40,1974,750,4,7460,180000,217,49
37,45,2,22,1,30,1976,750,4,8680,13300,217,49
37,27,1,21,1,40,1985,750,5,6870,50000,217,49
37,20,NA,18,2,NA,2009,750,7,NA,0,217,49
37,47,6,20,2,45,1991,750,6,8980,28000,217,49
37,19,1,19,1,NA,1994,750,6,8570,2000,217,49
37,44,NA,19,1,NA,2010,750,7,NA,1200,217,49
37,43,NA,22,2,NA,2010,750,7,NA,8000,217,49
37,5,NA,1,1,NA,2010,750,7,NA,NA,217,49
37,53,7,21,1,60,2004,750,7,8680,15000,217,49
37,51,7,21,2,60,2004,750,7,8680,18000,217,49
37,25,NA,16,1,NA,2004,750,7,NA,0,217,49
37,22,NA,16,1,NA,2004,750,7,NA,0,217,49
37,56,1,21,1,NA,1980,750,5,3370,200,217,49
37,56,1,20,2,20,1979,750,4,8190,7600,217,49
37,29,1,21,2,NA,2011,750,7,8190,0,217,49
37,3,NA,1,1,NA,2010,750,7,NA,NA,217,49
37,54,NA,1,2,NA,1989,750,5,NA,4000,217,49
37,76,NA,13,2,NA,1980,750,5,NA,19000,217,49
37,60,3,20,2,32,1978,999,4,7860,6000,217,49
37,88,NA,15,2,NA,2007,999,7,NA,5000,217,49
37,53,1,16,1,40,1987,750,5,9070,24800,217,49
37,55,1,19,2,30,1980,750,5,8370,15700,217,49
37,22,NA,20,1,NA,1991,750,6,NA,0,217,49
37,34,1,21,1,60,2006,750,7,8680,24000,217,49
37,31,1,21,2,50,2010,750,7,4970,15000,217,49
37,67,7,20,1,NA,1982,750,5,7690,25700,217,49
37,60,7,20,2,30,1982,750,5,7690,18000,217,49
37,40,7,21,1,40,1989,750,5,7690,55000,217,49
37,79,NA,17,2,NA,1998,750,6,NA,0,217,49
37,25,1,21,1,40,2002,750,7,6870,60000,217,49
37,23,1,22,2,40,2006,750,7,7280,10000,217,49
37,25,1,21,1,40,1989,750,5,7380,40000,217,49
37,28,5,21,1,60,2013,750,7,9590,40000,217,49
37,64,7,14,2,40,1973,750,4,4980,50300,217,49
37,42,NA,21,1,NA,1990,750,6,NA,0,217,49
37,40,1,21,1,NA,2007,750,7,5790,0,217,49
37,53,NA,16,2,NA,1976,750,4,NA,0,217,49
37,36,1,21,1,50,1988,750,5,4585,125000,217,49
37,20,NA,18,2,NA,2009,750,7,NA,0,217,49
37,40,1,21,2,20,1974,750,4,7590,21000,217,49
37,14,NA,11,2,NA,1998,750,6,NA,NA,217,49
37,66,6,13,2,25,1972,750,4,8980,21000,217,49
37,17,1,14,1,16,1996,750,6,8680,3000,217,49
37,39,3,22,1,45,1981,750,5,9390,90000,217,49
38,25,1,19,2,45,1988,750,5,7270,28000,217,49
38,60,1,23,1,62,2003,999,7,170,24000,217,49
38,60,1,23,1,62,2003,999,7,170,24000,217,49
38,65,1,16,2,24,1971,750,4,8270,37200,217,49
38,28,1,21,2,46,2009,750,7,8270,10600,217,49
39,81,NA,10,2,NA,1983,750,5,NA,7200,217,49
39,33,2,22,1,20,2010,750,7,7870,15500,217,49
39,33,NA,21,2,NA,2010,750,7,NA,0,217,49
39,4,NA,1,2,NA,2010,750,7,NA,NA,217,49
39,39,1,21,1,50,1998,750,6,8680,100000,217,49
39,38,NA,21,2,NA,2000,750,7,NA,0,217,49
39,40,7,21,1,70,1991,750,6,8680,10000,217,49
39,40,1,21,2,16,1988,750,5,8190,30000,217,49
39,41,1,15,1,40,2000,750,7,5190,51700,217,49
39,39,NA,15,2,NA,2000,750,7,NA,14500,217,49
39,22,NA,19,1,NA,2006,750,7,NA,0,217,49
39,26,NA,19,1,NA,2010,750,7,NA,0,217,49
39,10,NA,6,1,NA,2003,750,7,NA,NA,217,49
39,7,NA,4,2,NA,2007,750,7,NA,NA,217,49
39,21,2,16,2,36,1992,750,6,8270,11000,217,49
39,19,1,18,1,20,1995,750,6,8680,5200,217,49
39,14,NA,11,2,NA,1998,750,6,NA,NA,217,49
39,68,NA,16,2,NA,1974,750,4,NA,8500,217,49
39,40,NA,16,2,NA,2005,750,7,NA,0,217,49
39,41,1,16,1,50,2005,750,7,8790,40000,217,49
39,12,NA,8,1,NA,2005,750,7,NA,NA,217,49
39,9,NA,5,2,NA,2005,750,7,NA,NA,217,49
39,55,7,21,2,NA,1988,750,5,8680,0,217,49
39,63,NA,23,2,NA,1973,750,4,NA,0,217,49
39,66,1,23,1,70,1974,750,4,7970,353400,217,49
39,94,NA,16,2,NA,1993,750,6,NA,0,217,49
39,15,NA,12,1,NA,1999,750,6,NA,0,217,49
39,11,NA,8,2,NA,2002,750,7,NA,NA,217,49
39,35,1,24,2,50,1978,750,4,6970,30000,217,49
39,59,7,22,1,60,1977,750,4,7280,96600,217,49
39,60,2,20,2,24,1976,750,4,8190,40000,217,49
39,51,NA,16,2,NA,1989,750,5,NA,0,217,49
39,67,NA,16,2,NA,1968,750,3,NA,8400,217,49
39,49,NA,22,2,NA,1968,750,3,NA,0,217,49
39,42,2,19,2,40,1978,750,4,9160,38000,217,49
39,23,1,21,1,35,1989,750,5,3960,12000,217,49
39,19,NA,19,2,NA,1999,750,6,NA,1000,217,49
39,75,NA,19,1,NA,1979,750,4,NA,12720,217,49
39,39,5,22,1,40,2012,750,7,9370,30000,217,49
39,38,NA,19,2,NA,2012,750,7,NA,0,217,49
39,8,NA,6,2,NA,2012,750,7,NA,NA,217,49
39,6,NA,4,2,NA,2012,750,7,NA,NA,217,49
39,30,1,23,2,40,2008,750,7,7870,24000,217,49
39,31,1,22,2,NA,2011,750,7,7870,0,217,49
39,25,1,19,2,25,1987,750,5,8680,18900,217,49
39,55,NA,16,2,NA,1982,750,5,NA,0,217,49
39,51,NA,12,2,NA,1993,750,6,NA,0,217,49
39,66,NA,1,1,NA,1977,750,4,NA,29800,217,49
39,59,NA,1,2,NA,1977,750,4,NA,0,217,49
39,58,4,21,2,40,1989,750,5,7870,95000,217,49
39,81,NA,1,2,NA,1968,750,3,NA,840,217,49
39,39,1,19,2,40,1981,750,5,6990,85000,217,49
39,36,1,18,1,40,1982,750,5,6990,26000,217,49
39,20,NA,19,2,NA,2012,750,7,NA,0,217,49
39,52,NA,16,2,NA,1996,750,6,NA,0,217,49
39,31,1,21,1,50,1991,999,6,7380,80000,217,49
39,59,7,21,1,40,1994,750,6,9070,30000,217,49
39,54,7,19,2,40,1994,750,6,9070,30000,217,49
39,45,2,24,2,40,2003,750,7,7460,6000,217,49
39,48,6,21,1,56,2003,750,7,5790,4000,217,49
39,16,NA,12,1,NA,2003,750,7,NA,0,217,49
39,13,NA,10,2,NA,2003,750,7,NA,NA,217,49
39,31,NA,22,1,NA,2012,750,7,NA,0,217,49
39,66,NA,16,2,NA,2013,750,7,NA,0,217,49
39,64,NA,16,2,NA,1970,750,4,NA,8400,217,49
39,7,NA,3,2,NA,2006,750,7,NA,NA,217,49
39,55,1,16,2,28,1979,750,4,8590,5000,217,49
39,44,7,23,1,32,1982,750,5,7980,351000,217,49
39,36,1,21,2,24,2000,750,7,7980,30000,217,49
39,71,NA,1,2,NA,1972,750,4,NA,60000,217,49
39,32,1,22,1,60,2010,750,7,7870,25000,217,49
39,31,NA,21,2,NA,2010,750,7,NA,0,217,49
39,40,7,19,1,50,1985,750,5,8680,40000,217,49
39,39,1,16,2,29,2000,750,7,8680,25000,217,49
39,69,NA,1,2,NA,1985,750,5,NA,5700,217,49
39,46,2,22,1,60,1986,750,5,9160,45000,217,49
39,43,NA,21,2,NA,1993,750,6,NA,0,217,49
39,46,1,23,2,21,1976,750,4,8080,18400,217,49
39,52,1,19,1,40,1984,750,5,3590,40500,217,49
39,48,1,18,2,32,1977,750,4,8980,22000,217,49
39,40,1,21,1,40,2012,750,7,3170,35000,217,49
39,39,NA,22,2,NA,2012,750,7,NA,0,217,49
39,9,NA,5,2,NA,2012,750,7,NA,NA,217,49
39,30,1,21,2,NA,1991,750,6,8470,11000,217,49
39,39,4,22,1,40,2005,750,7,7870,25000,217,49
39,31,4,22,2,NA,2006,750,7,7870,0,217,49
39,35,NA,22,2,NA,2008,750,7,NA,0,217,49
39,66,1,24,1,12,1980,750,5,7290,54250,217,49
39,59,7,16,2,40,1980,750,5,9070,31150,217,49
39,75,6,21,1,50,1970,750,4,5080,281000,217,49
39,73,6,21,2,50,1970,750,4,5080,130,217,49
39,45,1,21,1,70,1972,750,4,2280,200000,217,49
39,42,1,23,1,50,1974,750,4,7270,351000,217,49
39,59,1,19,1,40,1995,750,6,3990,50000,217,49
39,57,5,16,2,NA,1995,750,6,6370,0,217,49
39,36,1,22,2,50,1982,750,5,2290,62100,217,49
39,13,NA,10,1,NA,2000,750,7,NA,NA,217,49
39,10,NA,6,2,NA,2003,750,7,NA,NA,217,49
39,67,6,16,2,10,1968,750,3,8980,20000,217,49
39,55,NA,21,2,NA,1982,750,5,NA,0,217,49
39,58,4,24,1,40,1981,750,5,7870,182000,217,49
39,56,5,16,2,40,1980,750,5,6370,60000,217,49
39,67,1,12,2,39,1967,750,3,5380,32100,217,49
39,75,NA,19,2,NA,1986,750,5,NA,10800,217,49
39,59,7,19,1,55,1987,750,5,8680,99000,217,49
39,53,7,19,2,40,1987,750,5,8680,36000,217,49
39,54,1,16,1,40,1967,750,3,770,24000,217,49
39,25,1,16,1,40,1987,750,5,770,22500,217,49
39,33,4,22,2,15,2010,750,7,7870,13000,217,49
39,42,6,16,2,48,1984,750,5,5580,70000,217,49
39,35,1,21,1,38,1993,750,6,8180,40000,217,49
39,30,1,22,2,10,2003,750,7,7870,300,217,49
39,44,2,23,1,40,1986,750,5,8190,351000,217,49
39,37,1,21,2,NA,1996,750,6,7280,18000,217,49
39,53,4,23,2,40,1972,750,4,7870,160000,217,49
39,47,1,20,2,45,1971,750,4,6990,46000,217,49
39,37,3,24,2,25,2011,750,7,7870,8000,217,49
39,25,NA,21,2,NA,2008,750,7,NA,0,217,49
40,62,1,13,2,NA,1976,750,4,8680,0,217,49
40,14,NA,11,2,NA,1999,750,6,NA,NA,217,49
40,41,1,22,2,18,1973,750,4,580,15000,217,49
40,20,NA,18,1,NA,2012,750,7,NA,2400,217,49
40,56,1,17,2,36,1977,750,4,5380,16000,217,49
40,24,1,19,2,15,1992,750,6,490,18000,217,49
40,27,NA,19,1,NA,2012,750,7,NA,20000,217,49
40,24,NA,19,1,NA,2011,750,7,NA,20000,217,49
40,22,2,19,2,10,2012,750,7,7870,650,217,49
40,42,NA,16,2,NA,2009,750,7,NA,0,217,49
40,38,1,16,2,40,1976,750,4,4870,3500,217,49
40,65,1,17,2,40,1971,750,4,4670,32000,217,49
40,71,1,22,2,NA,1965,750,3,7870,0,217,49
40,47,1,24,2,60,2001,750,7,7870,70000,217,49
40,35,4,22,1,80,2008,750,7,7870,24000,217,49
40,20,NA,18,1,NA,2012,750,7,NA,2400,217,49
40,63,1,16,2,1,1995,750,6,7070,750,217,49
40,55,6,15,2,18,1977,750,4,5490,4830,217,49
40,59,NA,1,2,NA,1983,750,5,NA,0,217,49
40,17,2,14,2,6,1996,750,6,8590,1000,217,49
40,53,NA,16,2,NA,1987,750,5,NA,0,217,49
40,20,1,19,2,10,1995,750,6,8680,1000,217,49
40,26,1,21,2,40,1995,750,6,4770,6000,217,49
40,47,1,21,2,60,1977,750,4,4490,62000,217,49
40,29,NA,21,1,NA,2012,750,7,NA,30000,217,49
40,26,NA,21,2,NA,2012,750,7,NA,30000,217,49
40,39,1,18,2,40,1974,750,4,8660,9000,217,49
40,49,1,14,2,40,1971,750,4,1180,18000,217,49
40,52,1,16,2,40,1981,999,5,1680,15000,217,49
40,50,7,16,1,45,1965,999,3,770,130000,217,49
40,50,1,16,2,50,1965,750,3,8270,30000,217,49
40,31,1,21,1,40,2013,750,7,7870,40000,217,49
40,26,1,21,2,43,1988,750,5,4490,85300,217,49
41,60,NA,20,2,NA,1970,795,4,NA,15000,217,49
41,60,NA,20,2,NA,1970,795,4,NA,15000,217,49
41,52,NA,21,2,NA,1986,750,5,NA,0,217,49
41,26,NA,21,2,NA,2007,750,7,NA,0,217,49
41,35,1,21,1,45,2001,750,7,2070,75010,217,49
41,33,1,21,2,45,1990,750,6,5170,66250,217,49
41,40,1,23,2,50,1973,750,4,7970,355000,217,49
41,31,1,20,2,38,1999,750,6,6290,34900,217,49
41,41,1,22,1,40,1977,750,4,7780,39300,217,49
41,45,1,24,1,25,2005,750,7,7290,56001,217,49
41,55,1,17,1,NA,2001,750,7,7370,0,217,49
41,55,1,19,2,40,2000,750,7,5170,30000,217,49
41,72,7,21,2,50,1965,750,3,7070,124800,217,49
41,43,6,22,2,12,1994,750,6,8560,-2300,217,49
41,47,1,20,1,35,1975,750,4,4780,40000,217,49
41,36,2,24,1,10,2006,750,7,7870,10000,217,49
41,13,NA,10,1,NA,2013,750,7,NA,NA,217,49
41,69,NA,21,2,NA,1968,750,3,NA,60000,217,49
41,69,NA,22,1,NA,1965,750,3,NA,0,217,49
41,59,4,24,1,40,1982,750,5,7870,101000,217,49
41,59,NA,21,2,NA,1982,750,5,NA,0,217,49
41,40,1,24,1,40,1999,795,6,3390,120000,217,49
41,39,NA,21,2,NA,1999,795,6,NA,0,217,49
41,60,6,21,1,72,1980,750,5,7290,42000,217,49
41,60,6,16,2,72,1980,999,5,7280,34300,217,49
41,95,NA,15,2,NA,1921,750,1,NA,8500,217,49
41,23,NA,19,1,NA,2011,750,7,NA,0,217,49
41,48,5,21,2,30,1975,750,4,570,76500,217,49
41,44,6,19,2,40,2007,750,7,8980,12500,217,49
41,7,NA,4,1,NA,2006,750,7,NA,NA,217,49
41,60,NA,20,2,NA,1970,795,4,NA,15000,217,49
41,31,1,16,1,35,2009,750,7,8680,39000,217,49
41,40,6,21,2,NA,1995,750,6,8680,0,217,49
41,40,1,21,1,40,2005,750,7,6390,30000,217,49
