ST,AGEP,COW,SCHL,SEX,WKHP,YOEP,ANC1P,DECADE,INDP,PINCP,POBP,RAC2P
36,24,1,19,2,35,1988,750,5,8680,10500,217,49
36,49,NA,21,2,NA,1970,750,4,NA,0,217,49
36,56,1,16,1,35,1980,999,5,8660,65000,217,49
36,84,NA,24,1,NA,1967,750,3,NA,20000,217,49
36,57,1,16,2,40,1998,750,6,8680,20000,217,49
36,20,1,19,2,13,1994,750,6,7860,800,217,49
36,39,6,20,2,50,1975,750,4,8470,-2700,217,49
36,62,1,16,2,50,2002,750,7,5170,32000,217,49
36,22,NA,18,1,NA,2013,750,7,NA,0,217,49
36,25,1,21,2,50,1987,750,5,6970,150000,217,49
36,35,1,23,1,65,1980,750,5,8190,300000,217,49
36,34,1,23,2,60,1980,750,5,8190,60000,217,49
36,44,7,20,2,30,2008,750,7,8680,9000,217,49
36,48,7,21,1,35,2008,750,7,8680,30000,217,49
36,10,NA,8,2,NA,2008,750,7,NA,NA,217,49
36,33,4,22,1,20,2013,750,7,7870,6000,217,49
36,73,NA,21,1,NA,1978,750,4,NA,18200,217,49
36,68,NA,21,2,NA,1979,750,4,NA,7100,217,49
36,78,1,22,1,15,1964,750,3,1680,58100,217,49
36,71,1,21,2,18,1966,750,3,1680,56000,217,49
36,26,1,24,2,50,2005,750,7,7270,80000,217,49
36,74,NA,16,1,NA,1976,750,4,NA,24200,217,49
36,68,1,1,2,NA,2007,999,7,1680,3000,217,49
36,70,6,21,1,60,1977,750,4,5170,37000,217,49
36,63,NA,16,2,NA,1977,750,4,NA,0,217,49
36,65,7,16,1,50,1982,750,5,9070,30000,217,49
36,57,6,16,2,50,1982,750,5,9070,10000,217,49
36,30,1,21,2,45,1987,750,5,5170,80000,217,49
36,32,1,22,2,35,1981,750,5,8370,35800,217,49
36,73,6,22,1,NA,1965,750,3,3390,349400,217,49
36,12,NA,9,2,NA,2001,750,7,NA,NA,217,49
36,37,1,21,1,40,1985,750,5,6870,70000,217,49
36,36,NA,21,2,NA,1991,750,6,NA,0,217,49
36,36,1,22,1,65,1978,750,4,6870,150000,217,49
36,28,2,21,2,40,1985,750,5,8370,15000,217,49
36,37,1,21,2,50,1989,750,5,7390,560000,217,49
36,41,1,21,1,40,1991,750,6,4270,18200,217,49
36,40,7,21,2,40,1999,750,6,7280,20000,217,49
36,21,1,16,2,9,1998,750,6,7870,5600,217,49
36,27,NA,19,2,NA,2006,750,7,NA,0,217,49
36,29,1,19,2,60,2012,750,7,8190,30200,217,49
36,31,2,24,2,50,1996,750,6,8190,40000,217,49
36,25,1,21,1,40,1989,750,5,8680,30000,217,49
36,19,NA,18,1,NA,2012,750,7,NA,0,217,49
36,64,1,19,1,35,1973,750,4,1680,20100,217,49
36,61,1,19,2,60,1977,750,4,8990,25000,217,49
36,85,NA,21,2,NA,1956,750,2,NA,6000,217,49
36,22,1,16,1,40,1990,750,6,6870,35000,217,49
36,32,1,19,1,48,1984,750,5,6290,45600,217,49
36,53,1,16,1,30,1980,750,5,5790,10000,217,49
36,18,NA,16,2,NA,2013,750,7,NA,0,217,49
36,63,2,20,2,40,1973,750,4,9160,19200,217,49
36,55,1,1,2,40,2001,750,7,8990,30000,217,49
36,52,6,1,1,NA,2001,750,7,8680,0,217,49
36,54,1,22,1,40,1997,750,6,770,98000,217,49
36,51,1,16,2,50,1997,750,6,4970,55000,217,49
36,24,1,22,2,45,1997,750,6,7280,11200,217,49
36,53,1,16,1,40,1984,750,5,7070,50000,217,49
36,43,1,18,2,20,1997,750,6,8190,5300,217,49
36,44,1,22,1,40,1990,999,6,6870,60000,217,49
36,40,1,24,2,35,1983,750,5,6970,50000,217,49
36,51,7,22,1,98,1978,750,4,9070,55000,217,49
36,50,5,22,2,50,1989,999,5,6370,58000,217,49
36,43,1,16,1,58,1988,750,5,4290,42000,217,49
36,39,1,16,2,58,1999,750,6,4290,38000,217,49
36,26,1,21,1,45,1988,750,5,7380,42000,217,49
36,28,1,20,2,40,1989,999,5,7580,8000,217,49
36,71,NA,21,1,NA,1971,750,4,NA,14100,217,49
36,68,3,20,2,35,1971,750,4,8190,97300,217,49
36,55,7,22,1,50,1973,750,4,7280,49660,217,49
36,51,1,22,2,40,1985,750,5,7280,30000,217,49
36,24,NA,18,1,NA,2010,750,7,NA,0,217,49
36,26,NA,21,1,NA,2011,750,7,NA,0,217,49
36,44,2,23,2,40,1995,750,6,7270,80000,217,49
36,61,1,21,1,40,1975,750,4,5070,165200,217,49
36,56,NA,21,2,NA,1979,750,4,NA,0,217,49
36,86,NA,21,1,NA,1970,750,4,NA,39000,217,49
36,52,1,16,2,40,1987,999,5,6870,42000,217,49
36,37,1,22,1,40,2007,750,7,6870,117100,217,49
36,36,NA,21,2,NA,2007,750,7,NA,0,217,49
36,8,NA,5,1,NA,2007,750,7,NA,NA,217,49
36,37,3,22,2,40,1987,750,5,7860,80000,217,49
36,31,4,22,1,40,1992,750,6,7860,65000,217,49
36,25,1,21,2,40,1987,750,5,6480,37000,217,49
36,82,NA,16,1,NA,1984,750,5,NA,10500,217,49
36,76,NA,16,2,NA,1984,750,5,NA,12000,217,49
36,29,1,22,2,40,1984,750,5,5170,62000,217,49
36,21,1,19,1,12,1993,750,6,7870,9600,217,49
36,44,1,24,2,15,1980,750,5,8270,19300,217,49
36,49,6,16,1,12,1993,750,6,5470,50000,217,49
36,39,6,16,2,70,1990,750,6,5470,32000,217,49
36,78,NA,16,2,NA,2010,750,7,NA,4000,217,49
36,22,1,20,2,10,1992,750,6,8590,5000,217,49
36,23,4,19,2,12,2004,750,7,7870,500,217,49
36,27,1,21,2,50,1987,750,5,4170,40000,217,49
36,43,2,24,1,40,2004,750,7,9160,22800,217,49
36,35,NA,22,2,NA,2004,750,7,NA,0,217,49
36,62,2,24,1,40,1979,750,4,9160,75000,217,49
36,58,1,21,2,40,1979,750,4,7890,60000,217,49
36,80,NA,16,2,NA,1988,750,5,NA,7200,217,49
36,53,6,9,1,50,1969,750,3,6190,25000,217,49
36,49,NA,12,2,NA,1993,750,6,NA,0,217,49
36,36,2,22,1,50,2007,750,7,9160,18000,217,49
36,34,1,22,2,NA,1979,750,4,7890,0,217,49
36,55,1,22,2,40,1996,750,6,7370,5600,217,49
36,54,1,22,1,60,2000,750,7,8680,20000,217,49
36,25,NA,19,1,NA,1996,750,6,NA,0,217,49
36,23,1,19,1,6,1996,750,6,8190,4000,217,49
36,41,1,20,1,NA,2009,750,7,7370,0,217,49
36,36,1,16,2,10,2009,750,7,8680,1400,217,49
36,10,NA,6,1,NA,2009,750,7,NA,NA,217,49
36,19,1,19,2,35,2000,750,7,7590,2000,217,49
36,29,2,22,2,50,1987,750,5,8090,41500,217,49
36,66,1,16,2,20,1987,750,5,7690,12000,217,49
36,24,1,20,1,10,2008,750,7,5275,800,217,49
36,32,1,21,1,40,1990,999,6,7370,70000,217,49
36,30,1,21,2,40,1995,999,6,5580,12000,217,49
36,14,NA,10,1,NA,1999,750,6,NA,NA,217,49
36,11,NA,8,1,NA,2001,750,7,NA,NA,217,49
36,33,2,24,1,70,1994,750,6,8190,71000,217,49
36,39,3,22,2,35,1974,750,4,8370,70000,217,49
36,78,NA,12,2,NA,1985,750,5,NA,9800,217,49
36,45,6,19,2,45,1973,750,4,8880,39700,217,49
36,63,6,23,2,30,1977,750,4,7970,160000,217,49
36,74,NA,24,1,NA,1983,750,5,NA,13000,217,49
36,72,NA,16,2,NA,1983,750,5,NA,3700,217,49
36,47,5,20,2,NA,1983,750,5,9570,0,217,49
36,33,NA,16,1,NA,2010,750,7,NA,0,217,49
36,35,2,19,1,50,2006,750,7,8680,50000,217,49
36,29,8,19,2,50,1995,750,6,4690,44000,217,49
36,34,6,21,2,40,1981,750,5,8560,1000,217,49
36,46,1,19,1,55,2003,750,7,7680,25000,217,49
36,43,NA,19,2,NA,2003,750,7,NA,0,217,49
36,16,NA,14,1,NA,2003,750,7,NA,0,217,49
36,13,NA,10,2,NA,2003,750,7,NA,NA,217,49
36,32,1,17,1,15,1981,750,5,4970,29300,217,49
36,75,NA,19,1,NA,1975,750,4,NA,0,217,49
36,73,4,20,2,NA,1975,750,4,9390,36800,217,49
36,21,NA,19,2,NA,2003,750,7,NA,0,217,49
36,24,NA,19,2,NA,2012,750,7,NA,0,217,49
36,22,NA,19,2,NA,2007,750,7,NA,0,217,49
36,34,1,21,1,45,1980,750,5,8590,45000,217,49
36,33,1,23,2,50,2011,750,7,7860,60000,217,49
36,20,NA,19,2,NA,2012,750,7,NA,0,217,49
36,19,NA,18,1,NA,2012,750,7,NA,0,217,49
36,27,NA,19,1,NA,2008,750,7,NA,0,217,49
36,35,1,22,1,40,1987,750,5,3490,85000,217,49
36,32,1,21,2,40,1987,750,5,5170,70000,217,49
36,65,1,21,1,40,1987,750,5,6070,92000,217,49
36,60,7,21,2,25,1987,750,5,4970,200000,217,49
36,23,NA,19,2,NA,2013,750,7,NA,0,217,49
36,43,1,21,1,40,1972,750,4,6990,100000,217,49
36,40,1,21,1,50,1975,261,4,7380,126000,217,49
36,4,NA,1,2,NA,2010,750,7,NA,NA,217,49
36,32,1,21,1,50,1988,750,5,5090,20000,217,49
36,47,1,20,1,40,1993,750,6,6290,27000,217,49
36,49,NA,21,2,NA,1995,750,6,NA,0,217,49
36,32,2,17,1,NA,1981,750,5,8390,1900,217,49
36,52,NA,21,2,NA,1974,999,4,NA,0,217,49
36,63,NA,16,2,NA,1970,750,4,NA,22100,217,49
36,21,1,19,1,12,1993,750,6,7870,9600,217,49
36,21,NA,20,1,NA,2013,750,7,NA,0,217,49
36,42,7,16,2,35,1982,999,5,9070,20000,217,49
36,45,7,16,1,35,1995,750,6,9070,20000,217,49
36,56,NA,16,2,NA,1977,750,4,NA,11500,217,49
36,87,NA,22,2,NA,1954,750,2,NA,13601,217,49
36,20,NA,16,1,NA,2011,750,7,NA,0,217,49
36,62,1,16,2,36,1994,750,6,8270,37190,217,49
36,68,NA,16,1,NA,1994,750,6,NA,5400,217,49
36,34,7,19,2,40,1996,750,6,7390,100000,217,49
36,39,1,24,1,40,2004,750,7,3390,103000,217,49
36,35,NA,22,2,NA,2004,750,7,NA,0,217,49
36,9,NA,7,1,NA,2004,750,7,NA,NA,217,49
36,58,NA,21,1,NA,1995,750,6,NA,13000,217,49
36,52,NA,16,2,NA,1993,750,6,NA,0,217,49
36,32,2,17,1,NA,1981,750,5,8390,1900,217,49
36,24,1,21,2,40,2008,999,7,7390,14000,217,49
36,27,1,24,2,20,1990,750,6,7870,55000,217,49
36,35,7,21,2,60,1997,750,6,7370,80000,217,49
36,39,4,24,2,45,2007,750,7,7870,46000,217,49
36,20,NA,19,2,NA,2012,750,7,NA,0,217,49
36,22,NA,16,1,NA,2010,750,7,NA,0,217,49
36,51,1,16,2,55,1997,999,6,8990,20000,217,49
36,23,NA,21,2,NA,2007,750,7,NA,0,217,49
36,21,NA,16,1,NA,2007,750,7,NA,0,217,49
36,22,2,19,1,10,2012,750,7,7460,3000,217,49
36,10,NA,7,1,NA,2003,750,7,NA,NA,217,49
36,8,NA,5,2,NA,2005,750,7,NA,NA,217,49
36,81,NA,21,1,NA,1963,750,3,NA,47100,217,49
36,75,NA,21,2,NA,1964,750,3,NA,12800,217,49
36,58,6,16,1,60,1987,750,5,3895,71500,217,49
36,53,6,16,2,60,1989,750,5,3895,41500,217,49
36,37,1,21,2,60,2001,750,7,4390,20000,217,49
36,45,NA,15,2,NA,1984,999,5,NA,0,217,49
36,43,1,16,1,80,1991,999,6,770,560000,217,49
36,19,NA,18,1,NA,2012,750,7,NA,0,217,49
36,35,1,22,1,NA,1999,750,6,6680,0,217,49
36,31,NA,21,2,NA,2010,750,7,NA,0,217,49
36,4,NA,1,1,NA,2010,750,7,NA,NA,217,49
36,41,1,22,1,40,1990,750,6,7290,85000,217,49
36,60,1,16,2,60,1982,750,5,8990,10000,217,49
36,50,1,20,1,50,1971,750,4,7680,53000,217,49
36,39,1,18,2,40,1985,999,5,5380,13000,217,49
36,19,NA,18,2,NA,2012,750,7,NA,0,217,49
36,37,1,21,2,20,1994,750,6,5170,46000,217,49
36,29,1,19,2,45,2001,750,7,6870,36500,217,49
36,80,NA,23,2,NA,1968,750,3,NA,86900,217,49
36,40,1,24,2,15,1984,750,5,8190,40000,217,49
36,41,7,24,1,35,1990,750,6,7990,112000,217,49
36,44,4,22,1,38,1985,750,5,7870,61900,217,49
36,35,1,22,2,40,1999,750,6,5380,72200,217,49
36,72,NA,16,2,NA,2008,750,7,NA,7200,217,49
36,56,4,21,1,40,1981,750,5,6990,115000,217,49
36,56,NA,21,2,NA,1978,750,4,NA,0,217,49
36,49,2,22,1,40,1998,750,6,3390,103000,217,49
36,47,1,22,2,50,1998,750,6,8190,15000,217,49
36,17,NA,14,1,NA,1998,750,6,NA,0,217,49
36,25,2,22,2,15,1988,750,5,8570,5000,217,49
36,23,2,21,2,35,1990,750,6,9170,43000,217,49
36,38,NA,22,2,NA,1998,750,6,NA,0,217,49
36,78,NA,9,2,NA,1980,750,5,NA,3000,217,49
36,87,NA,9,1,NA,1980,750,5,NA,10900,217,49
36,66,1,11,2,35,1990,750,6,9070,35600,217,49
36,41,1,16,1,35,1990,750,6,9070,20000,217,49
36,39,1,21,1,35,1990,750,6,6970,55000,217,49
36,29,9,21,1,NA,2010,999,7,9920,0,217,49
36,36,2,19,2,5,1996,750,6,7890,1000,217,49
36,5,NA,3,1,NA,2008,999,7,NA,NA,217,49
36,2,NA,NA,2,NA,2010,999,7,NA,NA,217,49
36,59,NA,19,2,NA,1981,750,5,NA,15700,217,49
36,31,1,20,2,NA,2005,750,7,8990,0,217,49
36,33,3,16,1,40,1987,750,5,9470,36000,217,49
36,54,1,16,2,40,1989,750,5,8990,25000,217,49
36,66,1,23,2,40,1975,750,4,8190,295000,217,49
36,25,1,20,1,40,2003,750,7,6380,30000,217,49
36,24,NA,19,1,NA,2003,750,7,NA,0,217,49
36,50,1,17,2,NA,1986,750,5,8980,0,217,49
36,50,2,24,2,50,1980,750,5,8570,128000,217,49
36,44,6,18,1,60,1980,750,5,5470,72500,217,49
36,41,1,18,2,20,1988,750,5,5470,8000,217,49
36,27,1,16,1,40,1988,750,5,8680,34300,217,49
36,47,1,16,1,48,2005,750,7,9080,90000,217,49
36,43,1,21,2,35,2006,750,7,7860,28000,217,49
36,43,NA,23,1,NA,2006,750,7,NA,0,217,49
36,13,NA,11,2,NA,2006,750,7,NA,NA,217,49
36,11,NA,9,2,NA,2006,750,7,NA,NA,217,49
36,62,1,13,1,40,1981,750,5,9070,20000,217,49
36,59,1,15,2,40,1981,750,5,9070,20000,217,49
36,53,6,1,2,40,1986,750,5,8990,4600,217,49
36,69,1,13,1,40,1972,999,4,7280,48800,217,49
36,68,NA,13,2,NA,1972,999,4,NA,7400,217,49
36,32,1,20,2,70,1991,750,6,8680,12000,217,49
36,19,NA,16,1,NA,2013,750,7,NA,0,217,49
36,32,1,19,1,60,1981,750,5,6970,30000,217,49
36,28,1,21,2,40,1994,750,6,5170,43000,217,49
36,19,NA,18,1,NA,2008,750,7,NA,0,217,49
36,62,7,16,2,40,1977,750,4,4970,80000,217,49
36,67,7,19,1,20,1993,750,6,4970,15000,217,49
36,63,2,22,1,40,1982,750,5,7860,31100,217,49
36,59,2,19,2,40,1981,750,5,7860,6900,217,49
36,85,NA,9,2,NA,1956,750,2,NA,9500,217,49
36,17,NA,16,2,NA,2008,750,7,NA,0,217,49
36,1,NA,NA,2,NA,2013,750,7,NA,NA,217,49
36,34,2,24,1,60,2002,750,7,8190,180004,217,49
36,28,7,24,2,NA,1997,750,6,8190,0,217,49
36,76,NA,22,1,NA,1969,750,3,NA,15000,217,49
36,67,NA,21,2,NA,1972,750,4,NA,7200,217,49
36,44,6,21,2,NA,1997,750,6,7890,0,217,49
36,42,1,16,1,40,2001,750,7,6170,35000,217,49
36,19,1,17,1,40,1997,750,6,8680,21000,217,49
36,59,1,21,2,55,1990,750,6,9070,75000,217,49
36,58,7,21,1,40,1990,750,6,4580,50000,217,49
36,28,1,22,2,20,1990,750,6,7860,43000,217,49
36,21,1,19,2,40,2012,750,7,7580,4800,217,49
36,31,1,21,2,45,1998,750,6,4390,40000,217,49
36,77,NA,13,1,NA,1985,750,5,NA,16200,217,49
36,61,1,16,2,40,1998,750,6,8180,15600,217,49
36,67,6,22,1,10,1981,750,5,9070,40000,217,49
36,61,1,21,2,40,1976,750,4,8190,90000,217,49
36,41,7,18,1,48,2002,750,7,5190,58000,217,49
36,39,1,16,2,36,2002,750,7,5190,40000,217,49
36,58,5,16,1,45,1978,750,4,6370,65000,217,49
36,52,7,21,2,NA,1984,750,5,4390,0,217,49
36,73,NA,21,1,NA,1968,750,3,NA,3900,217,49
36,70,3,21,2,37,1968,750,3,8190,110000,217,49
36,28,NA,21,2,NA,2012,750,7,NA,0,217,49
36,61,3,21,2,37,1983,999,5,8190,123000,217,49
36,25,NA,19,1,NA,2011,750,7,NA,20000,217,49
36,28,NA,19,1,NA,2011,750,7,NA,0,217,49
36,45,1,21,2,40,2007,750,7,7390,31000,217,49
36,41,NA,21,1,NA,2006,750,7,NA,0,217,49
36,23,1,19,2,NA,2012,750,7,7070,24000,217,49
36,23,1,21,2,40,2012,750,7,7390,14000,217,49
36,28,9,22,1,NA,2008,750,7,9920,0,217,49
36,35,1,21,2,40,1986,750,5,6970,82000,217,49
36,34,1,22,1,45,2006,750,7,8180,118100,217,49
36,32,NA,22,2,NA,2008,750,7,NA,0,217,49
36,31,NA,20,1,NA,2006,750,7,NA,0,217,49
36,24,8,21,2,29,2008,750,7,8570,800,217,49
36,30,1,21,1,45,1996,750,6,7070,43000,217,49
36,49,2,16,1,40,1998,750,6,8990,24000,217,49
36,45,2,16,2,40,1998,750,6,8990,24000,217,49
36,18,NA,19,2,NA,1998,750,6,NA,0,217,49
36,72,NA,11,2,NA,1989,750,5,NA,2400,217,49
36,55,1,21,1,36,1989,750,5,6990,288000,217,49
36,53,6,21,2,40,1989,750,5,7890,6100,217,49
36,26,1,21,2,40,1989,750,5,6070,60000,217,49
36,25,1,21,1,40,1989,750,5,6070,28600,217,49
36,55,7,19,1,98,1990,750,6,4970,25000,217,49
36,53,7,19,2,6,1990,750,6,5790,4000,217,49
36,27,9,24,1,NA,1990,22,6,9920,0,217,49
36,46,1,20,2,10,1991,750,6,7890,5000,217,49
36,60,1,16,1,40,1988,750,5,4970,22600,217,49
36,50,1,16,2,50,1992,750,6,8680,25000,217,49
36,24,1,21,1,40,2009,750,7,7470,15000,217,49
36,20,2,19,2,45,2003,750,7,7860,2900,217,49
36,40,6,22,1,50,2004,750,7,6890,5000,217,49
36,38,NA,21,2,NA,2004,750,7,NA,0,217,49
36,9,NA,6,1,NA,2004,750,7,NA,NA,217,49
36,33,2,24,1,70,1994,750,6,8190,71000,217,49
36,37,2,22,1,40,1984,750,5,9160,31200,217,49
36,38,1,16,1,25,1990,750,6,8680,11900,217,49
36,42,1,16,1,48,1992,750,6,4970,25000,217,49
36,74,NA,9,2,NA,1998,750,6,NA,0,217,49
36,72,NA,9,1,NA,1998,750,6,NA,9100,217,49
36,59,3,13,2,40,2002,750,7,8190,62000,217,49
36,60,4,18,1,40,2003,750,7,8290,72000,217,49
36,28,1,20,2,40,2003,750,7,8190,72000,217,49
36,42,1,21,2,50,1976,750,4,6970,30000,217,49
36,56,1,21,1,40,1986,750,5,6190,44000,217,49
36,52,NA,16,2,NA,1984,750,5,NA,0,217,49
36,51,6,22,1,50,1999,750,6,7280,100000,217,49
36,50,NA,21,2,NA,1999,750,6,NA,0,217,49
36,29,1,21,1,55,2010,750,7,5080,30000,217,49
36,24,1,21,2,55,2010,750,7,5080,40000,217,49
36,36,2,24,1,40,2012,750,7,8190,42000,217,49
36,56,6,21,1,25,1970,750,4,7070,32904,217,49
36,54,NA,20,2,NA,1990,750,6,NA,0,217,49
36,44,7,21,1,40,1991,750,6,4980,130000,217,49
36,44,NA,21,2,NA,1993,750,6,NA,0,217,49
36,52,NA,19,1,NA,1983,750,5,NA,750,217,49
36,50,1,19,2,36,1988,750,5,8170,24500,217,49
36,41,1,22,1,60,1980,750,5,6970,823000,217,49
36,18,NA,13,2,NA,2010,750,7,NA,0,217,49
36,22,2,19,1,10,2006,750,7,7870,2600,217,49
36,11,NA,8,1,NA,2002,750,7,NA,NA,217,49
36,49,1,20,2,30,1985,750,5,8590,16000,217,49
36,24,NA,21,2,NA,2013,750,7,NA,0,217,49
36,17,1,13,1,10,1996,750,6,8680,2300,217,49
36,59,NA,19,2,NA,1981,750,5,NA,15700,217,49
36,33,1,19,2,60,1986,750,5,9070,30000,217,49
36,29,1,19,1,60,2008,750,7,9070,30000,217,49
36,53,4,21,1,40,1998,999,6,7870,60000,217,49
36,50,1,20,2,20,2013,999,7,5580,10400,217,49
36,27,1,20,2,40,1990,999,6,8190,30000,217,49
36,22,1,21,1,30,2012,999,7,7390,16000,217,49
36,37,NA,22,2,NA,2005,750,7,NA,0,217,49
36,39,1,23,1,50,2005,750,7,7270,80000,217,49
36,11,NA,8,1,NA,2005,750,7,NA,NA,217,49
36,40,4,22,1,40,1973,750,4,7860,100000,217,49
36,30,NA,21,2,NA,2008,750,7,NA,0,217,49
36,45,NA,22,2,NA,1981,750,5,NA,0,217,49
36,67,1,21,1,40,1972,750,4,5070,213000,217,49
36,20,1,18,1,2,2001,750,7,7870,7800,217,49
36,47,1,21,2,40,1980,750,5,6970,160000,217,49
36,45,1,20,1,40,1979,750,4,7380,280000,217,49
36,41,NA,16,2,NA,2007,750,7,NA,0,217,49
36,37,1,16,1,40,2001,750,7,8680,25000,217,49
36,43,1,21,1,40,1973,750,4,6290,52000,217,49
36,69,6,21,1,42,1981,750,5,9070,27000,217,49
36,66,6,16,2,18,1981,750,5,9070,18600,217,49
36,35,NA,22,1,NA,2006,750,7,NA,5000,217,49
36,20,NA,19,2,NA,2012,750,7,NA,0,217,49
36,19,NA,19,2,NA,2001,999,7,NA,0,217,49
36,67,1,23,1,NA,1972,750,4,8080,14000,217,49
36,39,1,1,2,40,2009,750,7,8090,98000,217,49
36,12,NA,9,2,NA,2009,750,7,NA,NA,217,49
36,32,1,21,2,NA,1987,750,5,7860,0,217,49
36,32,3,23,1,80,2010,750,7,8190,58000,217,49
36,45,1,21,2,40,2005,750,7,9070,83300,217,49
36,48,2,22,2,40,1976,999,4,8190,86000,217,49
36,23,1,21,1,25,1990,750,6,5580,4000,217,49
36,29,NA,21,2,NA,2011,750,7,NA,0,217,49
36,32,1,21,1,50,1984,750,5,4680,40000,217,49
36,51,1,20,1,40,1986,750,5,770,100000,217,49
36,54,1,16,2,50,1983,750,5,6470,60000,217,49
36,28,1,21,1,20,2011,750,7,7870,1400,217,49
36,41,2,23,2,50,2002,750,7,8190,102000,217,49
36,35,1,20,1,40,2005,750,7,3570,25000,217,49
36,34,NA,20,2,NA,1990,750,6,NA,0,217,49
36,55,1,18,1,50,1983,750,5,4580,300200,217,49
36,52,NA,16,2,NA,1999,750,6,NA,0,217,49
36,56,NA,12,2,NA,1985,750,5,NA,9300,217,49
36,60,1,16,1,50,1985,750,5,4470,24000,217,49
36,59,1,20,1,60,1993,750,6,4970,50000,217,49
36,58,4,24,1,40,1984,750,5,7870,100090,217,49
36,50,1,19,2,24,1981,750,5,8190,28000,217,49
36,44,1,22,2,50,1995,750,6,4970,36050,217,49
36,21,NA,19,1,NA,1997,750,6,NA,0,217,49
36,43,1,21,1,40,2010,750,7,3390,116150,217,49
36,41,NA,21,2,NA,1972,750,4,NA,0,217,49
36,13,NA,10,2,NA,1999,750,6,NA,NA,217,49
36,59,1,21,1,50,1994,750,6,4390,49000,217,49
36,59,2,22,2,30,1979,750,4,7870,40000,217,49
36,14,NA,11,1,NA,1999,750,6,NA,NA,217,49
36,47,6,21,1,60,1980,750,5,5790,40500,217,49
36,42,6,21,2,20,1994,750,6,5580,16750,217,49
36,63,NA,1,2,NA,1973,750,4,NA,60500,217,49
36,54,1,16,1,45,1979,999,4,6180,24000,217,49
36,59,1,19,2,35,1974,750,4,4290,35000,217,49
36,64,6,19,1,NA,1981,999,5,8970,19000,217,49
36,65,NA,21,2,NA,1991,750,6,NA,0,217,49
36,52,NA,16,2,NA,1985,750,5,NA,7200,217,49
36,37,3,22,2,40,1977,750,4,7860,55000,217,49
36,24,NA,21,1,NA,2007,750,7,NA,0,217,49
36,42,6,21,1,50,1973,750,4,6970,413000,217,49
36,57,7,21,1,NA,1994,750,6,9070,69000,217,49
36,54,7,21,2,52,1994,750,6,8990,38000,217,49
36,50,2,24,1,40,1984,750,5,9160,58000,217,49
36,43,1,21,2,45,1994,750,6,6880,50000,217,49
36,19,1,19,2,25,1996,999,6,8680,3200,217,49
36,52,1,20,1,40,1991,750,6,6990,3100,217,49
36,67,6,24,1,20,1971,750,4,8080,112000,217,49
36,67,4,23,2,NA,1972,750,4,9480,28800,217,49
36,60,NA,16,2,NA,1995,750,6,NA,0,217,49
36,64,3,16,1,40,1990,750,6,7860,40000,217,49
36,30,NA,21,1,NA,2000,750,7,NA,0,217,49
36,38,NA,19,2,NA,1976,750,4,NA,9800,217,49
36,31,6,21,1,30,1986,750,5,9080,12000,217,49
36,72,NA,16,2,NA,1989,750,5,NA,6700,217,49
36,24,NA,20,1,NA,2010,750,7,NA,0,217,49
36,33,2,24,1,70,1994,750,6,8190,71000,217,49
36,41,1,22,1,50,1975,750,4,6970,560000,217,49
36,11,NA,9,1,NA,2001,750,7,NA,NA,217,49
36,71,6,21,1,20,1984,750,5,9070,44400,217,49
36,71,6,16,2,40,1984,750,5,9070,37200,217,49
36,28,1,20,2,40,2008,750,7,6290,40000,217,49
36,69,6,20,2,15,1962,750,3,7890,42000,217,49
36,71,NA,16,2,NA,1972,750,4,NA,6200,217,49
36,46,6,22,2,35,2007,750,7,7890,70000,217,49
36,56,1,15,1,40,1983,750,5,6180,42400,217,49
36,52,1,16,2,40,1991,750,6,8990,14400,217,49
36,21,2,16,2,NA,1991,750,6,8370,9300,217,49
36,31,1,20,1,35,1982,750,5,7890,7800,217,49
36,52,1,20,2,40,1982,750,5,7070,22000,217,49
36,15,NA,13,1,NA,1998,750,6,NA,0,217,49
36,17,NA,14,2,NA,1996,750,6,NA,0,217,49
36,40,1,21,2,40,1999,750,6,7280,90000,217,49
36,40,7,21,1,30,1999,999,6,7980,100000,217,49
36,66,NA,21,1,NA,2000,999,7,NA,0,217,49
36,65,NA,1,2,NA,1968,999,3,NA,9000,217,49
36,58,1,19,2,NA,1991,750,6,5380,48000,217,49
36,55,NA,19,2,NA,1981,999,5,NA,0,217,49
36,24,1,21,2,50,1990,750,6,6970,120000,217,49
36,47,1,16,1,72,2000,750,7,8680,28000,217,49
36,48,NA,16,2,NA,2005,750,7,NA,0,217,49
36,18,NA,16,1,NA,2005,750,7,NA,0,217,49
36,16,NA,14,1,NA,2005,750,7,NA,0,217,49
36,41,1,21,1,40,2012,750,7,3390,120300,217,49
36,41,NA,16,2,NA,2012,750,7,NA,0,217,49
36,16,NA,12,2,NA,2012,750,7,NA,0,217,49
36,29,1,22,1,20,1998,750,6,8680,6000,217,49
36,32,1,21,2,42,1982,750,5,4770,38500,217,49
36,48,1,22,2,40,1976,750,4,7860,108000,217,49
36,41,1,21,1,40,1984,750,5,7380,93000,217,49
36,40,6,19,1,20,1984,750,5,5190,15000,217,49
36,71,NA,21,2,NA,1981,750,5,NA,15900,217,49
36,42,1,19,1,40,1972,750,4,7380,70000,217,49
36,42,1,21,2,40,1995,750,6,7860,40000,217,49
36,20,NA,16,1,NA,2011,750,7,NA,0,217,49
36,42,1,22,2,41,1996,750,6,7380,83000,217,49
36,18,NA,16,2,NA,2013,750,7,NA,0,217,49
